article number,article name ,Product Code1,Product Code2,Commodity Group Number,Commodity Group Name,Sector Number,Sector Name,Assortment Number,Assortment Name,Product Cost,Last Purchase Price,Product Retail Price
080480003012,BACARDI OAKHEART 750ML GIFT PK,,,15,RUM,1,Tax,5,Slow Seller - Old,0.00,0.00,
087647081425,ISLE OF JURA 10YR SINGLE MALT 750ML,10092478,10094663,10,WHISKEY,1,Tax,1,General Assortment,0.00,38.50,49.99
12000286223,PURE LEAF TEA RASPBERRY 18.5OZ,,,2,GROCERY,1,Tax,4,No Sales >4 months,0.00,0.00,
085904015503,MOGEN DAVID CONCORD GRAPE 1.5L,08590401550,085904015503,12,WINE,1,Tax,1,General Assortment,0.00,5.75,7.99
073705020185,FC WAITERS CORKSCREW ,,,35,BAR ESSENTIALS,1,Tax,1,General Assortment,0.00,0.00,2.99
022592000091,OZARKA DRIKING WATER 1 GALLON,074633,2259200009,2,GROCERY,2,No Tax,4,No Sales >4 months,0.00,1.46,1.99
635985224181,MIKES HARD LEMONADE FROZEN POUCH,3598522418,,20,RTD,1,Tax,4,No Sales >4 months,0.00,0.00,
CH20014,B & B CIGARS CHECK,,,75,Vendor CHECK,2,No Tax,3,Vendor,0.00,1.00,1.00
088004017170,EPIC CAKE 1.75L,8800401717,,8,VODKA,1,Tax,4,No Sales >4 months,0.00,0.00,
854485003021,MOODY JUNE 750ML,10070442,5448500302,17,GIN,1,Tax,4,No Sales >4 months,0.00,23.59,29.99
7503007378026,HOTEL CALIFORNIA BLANCO,19222396,922239,18,TEQUILA,1,Tax,1,General Assortment,0.00,1.50,19.99
811538013581,BOODLES MULBERRY GIN 750ML,1153801358,,17,GIN,1,Tax,1,General Assortment,0.00,15.74,19.99
080660000725,WALKING STICK SB 750ML,7754,8066000072,10,WHISKEY,1,Tax,4,No Sales >4 months,0.00,35.64,45.99
085592159312,TARANTULA RTD AZUL 1.75L,08559215931,34580269,20,RTD,1,Tax,1,General Assortment,0.00,12.74,15.99
014800582000,REAL LIME JUICE 2.5OZ,1480058200,183186,2,GROCERY,1,Tax,1,General Assortment,0.00,0.45,0.99
7423825002043,BACCARAT HAVANA SELECTION TORO ,,,33,CIGARS,1,Tax,4,No Sales >4 months,0.00,3.20,5.99
018341151107,BAREFOOT MERLOT 1.5L,0-18341-15110-7,1834115110,12,WINE,1,Tax,1,General Assortment,0.00,9.00,11.99
859891003191,DEEP ELLUM FOUR SWORDS,38340,5989100319,6,BEER,1,Tax,4,No Sales >4 months,0.00,13.33,15.99
082844002006,CALICO JACK TROPICAL 750ML,8284400200,,15,RUM,1,Tax,5,Slow Seller - Old,0.00,0.00,8.99
085246171561,MAKERS MARK 50ML,0-85246-43189-4,638833,9,50ML,1,Tax,1,General Assortment,0.00,2.10,3.99
9780965774742,DIESEL SHORTY CIGARS,16237,,33,CIGARS,1,Tax,4,No Sales >4 months,0.00,0.00,
085000020609,BAREFOOT PINK MOSCATO 1.5L,0-85000-02060-9,0319272,12,WINE,1,Tax,1,General Assortment,0.00,9.00,11.99
099988071188,FOLIE A DEUX SONAMA COAST PINOT NOIR,9998807118,,12,WINE,1,Tax,4,No Sales >4 months,0.00,0.00,16.99
085725340013,PINKUS ORGANIC ALT ALE 500ML,8572534001,,6,BEER,1,Tax,4,No Sales >4 months,0.00,0.00,3.99
689674023678,PUNCH ELITE CIGAR,27075,8967402367,33,CIGARS,1,Tax,4,No Sales >4 months,0.00,3.29,4.59
739949800012,ARAK RAZZOUK 750ML,3994980001,48075396,11,LIQUEUR,1,Tax,1,General Assortment,0.00,17.40,19.99
817522016415,20X THE CASH,1752201641,,60,LOTTERY SCRATCH OFF,2,No Tax,5,Slow Seller - Old,0.00,4.75,5.00
083664107339,GLENFIDDICH 12YRS,72620348,8366410733,10,WHISKEY,1,Tax,4,No Sales >4 months,0.00,48.42,69.99
613008739386,ARIZONA WATERMELON 64OZ,1300873938,3499,2,GROCERY,1,Tax,4,No Sales >4 months,0.00,1.25,2.49
085246139462,MAKERS MARK 200ML,0-85246-13946-2,085246139462,10,WHISKEY,1,Tax,1,General Assortment,0.00,7.09,8.99
085904753306,MD 20/20 SOUR APPLE 375ML,8590475330,,12,WINE,1,Tax,4,No Sales >4 months,0.00,0.00,1.99
673943336255,SOMBRERO COFFEE 750ML,7394333625,,11,LIQUEUR,1,Tax,5,Slow Seller - Old,0.00,10.91,14.99
082100738564,ARBOR MIST MANGO STRAW 750ML,8210073856,,12,WINE,1,Tax,2,Super Stop,0.00,0.00,
009016014728,HIJOS DE VILLA REVOLVER TEQUILA 200ML,0901601472,107085,18,TEQUILA,1,Tax,1,General Assortment,0.00,18.74,23.99
085000019276,TURNING LEAF CRISP WHITE 750ML,8500001927,,12,WINE,1,Tax,4,No Sales >4 months,0.00,5.25,
868893000114,TAP 50 FT JACKRABBIT IPA 6PK 12OZ CN,00011,000114,6,BEER,1,Tax,1,General Assortment,0.00,8.25,11.99
850542,SUTTER HOME MERLOT 1.5 L,08520000054,636030,12,WINE,1,Tax,1,General Assortment,0.00,7.00,8.99
4820001726886,FRATELLI BLAZE 750ML ,,,12,WINE,1,Tax,1,General Assortment,0.00,0.01,9.99
897291000600,FIREFLY RASPBERRY TEA 750ML,519739,85197397,8,VODKA,1,Tax,5,Slow Seller - Old,0.00,13.60,18.99
811538010467,1800 MILENIO 750ML,006939,1153801046,18,TEQUILA,1,Tax,5,Slow Seller - Old,0.00,158.99,199.99
078000122404,DIET SUNKIST 20OZ,7800012240,,2,GROCERY,1,Tax,4,No Sales >4 months,0.00,0.00,1.79
088076177796,CIROC COCONUT 200ML,0-88076-17779-6,590529,8,VODKA,1,Tax,1,General Assortment,0.00,8.45,10.99
825240,CIROC APPLE 50ML,0-82000-00524-7,0-88076-18042-0,9,50ML,1,Tax,4,No Sales >4 months,0.00,2.77,3.99
078250003829,STEEL RESERVE 211 12PK 12OZ CAN,078250003829,7825000382,6,BEER,1,Tax,1,General Assortment,0.00,10.18,11.99
854396005190,HIGH WEST MIDWINTER NIGHTS DRAM RYE 750ML,19247396,5439600519,44,RYE WHISKEY,1,Tax,4,No Sales >4 months,0.00,58.34,79.99
830617000199,HAAK CABERNET SAUV,3061700019,730439,12,WINE,1,Tax,4,No Sales >4 months,0.00,12.60,11.99
786150002001,STELLA ARTOIS 6PK 12OZ CANS,786150002001,83514,6,BEER,1,Tax,1,General Assortment,0.00,7.61,9.99
022851502014,OSBORNE TAWNY PORT 750ML,02285150201,2285150201,12,WINE,1,Tax,1,General Assortment,0.00,8.00,13.99
641586339230,GRAND MONTAND FRENCH BRANDY VSOP 750ML,4158633923,,13,BRANDY,1,Tax,1,General Assortment,0.00,6.78,10.99
630832786065,REAL ALE SAMPLER 6PK LNNR,00630832786065,3083278606,6,BEER,1,Tax,4,No Sales >4 months,0.00,7.01,8.99
026964852745,FLOR DE CANA FRAN RESERVA 7YR 750ML,2696485274,383639,15,RUM,1,Tax,1,General Assortment,0.00,16.70,23.99
812615004805,RACER CIGARS 100S BOX,1261500480,,33,CIGARS,1,Tax,4,No Sales >4 months,0.00,0.70,1.00
721059000635,WRAY & NEPHEW 750ML,2105900063,7-21059-00063-5,15,RUM,1,Tax,1,General Assortment,0.00,17.99,21.99
793573911681,BLUE NEC SP RES 750ML,12775397,277539,18,TEQUILA,1,Tax,1,General Assortment,0.00,35.83,39.99
080686817505,CANADIAN CLUB SHERRY CASK 750ML,8068681750,,43,CANADIAN WHISKEY,1,Tax,5,Slow Seller - Old,0.00,0.00,24.99
021136010541,TOPO CHICO 20OZ,01054,155210,2,GROCERY,1,Tax,1,General Assortment,0.00,1.03,1.49
080432104699,SEAGRAMS RUM 375ML,8043210469,,15,RUM,1,Tax,5,Slow Seller - Old,0.00,0.00,
080432113097,JAMESON BOW STREET 18YR 750ML,48864396,,10,WHISKEY,1,Tax,1,General Assortment,0.00,131.43,199.99
028293497680,ZESTY RANCH RINGS 4OZ,2829349768,,2,GROCERY,1,Tax,1,General Assortment,0.00,0.00,1.29
7798120560100,SERRERA RESER MALBEC 2010 750ML,,,12,WINE,1,Tax,5,Slow Seller - Old,0.00,15.00,
081128005139,OLD FORESTER 375ML,8112800513,,10,WHISKEY,1,Tax,4,No Sales >4 months,0.00,0.00,9.99
848375003536,CAPESIDE CAB 2014,008041,10080419,12,WINE,1,Tax,4,No Sales >4 months,0.00,2.00,4.99
811538011792,CUERVO  RTD MARG POUCH 1.75L,1153801179,48908270,20,RTD,1,Tax,1,General Assortment,0.00,14.24,21.99
027724587501,ST GEORGE RASPBERRY BRANDY 750ML,12952396,2772458750,11,LIQUEUR,1,Tax,4,No Sales >4 months,0.00,1.50,8.99
856340,NEW AMSTERDAM MANGO 50ML,0-85000-00634-4,007401,9,50ML,1,Tax,1,General Assortment,0.00,0.65,0.99
851767001027,MIDNIGHT MOON ORIG 750ML,433039,5176700102,45,MOONSHINE,1,Tax,1,General Assortment,0.00,14.25,19.99
080686929017,PINNACLE CAKE 750ML,0-80686-92901-7,10092446,8,VODKA,1,Tax,1,General Assortment,0.00,8.13,12.99
OA30001,REPUBLIC NATIONAL ON ACCOUNT,,,76,Vendor ON ACCOUNT,2,No Tax,3,Vendor,0.00,1.00,1.00
721733000890,PATRON REPO 1.75L,131470,2173300089,18,TEQUILA,1,Tax,1,General Assortment,0.00,74.49,109.99
835229002609,ABSOLUT MANDRIN 1.75L,3522900260,83522900260,8,VODKA,1,Tax,1,General Assortment,0.00,26.24,32.99
082896041725,LITTLE BLACK DRESS CHARDONNAY 750ML,8289604172,,12,WINE,1,Tax,4,No Sales >4 months,0.00,0.00,9.99
085200118861,SUTTER HOME RED BLEND 4PK,08520011886,,12,WINE,1,Tax,1,General Assortment,0.00,5.25,5.99
638936424081,DEL RIO SEMILLAS PUMPKIN SEEDS,3893642408,,2,GROCERY,1,Tax,4,No Sales >4 months,0.00,0.87,1.99
114090,PYRAMID MENTHOL GOLD 100 BOX ,286101,,37,CIGARETTES,1,Tax,4,No Sales >4 months,0.00,4.24,5.99
4820000420563,AUTOMATIC MACHINE GUN VODKA 1L,,,8,VODKA,1,Tax,4,No Sales >4 months,0.00,0.00,49.99
018200255342,BUSCH SIG COPPER LAGER 6PK 16OZ,00018200255342,11012,6,BEER,1,Tax,4,No Sales >4 months,0.00,5.16,6.79
082100179091,ARBOR MIST TROPICAL FRUIT 750ML,8210017909,,12,WINE,1,Tax,4,No Sales >4 months,0.00,0.00,4.99
086024000219,MARGARITAVILLE MAI TAI 1.75L,36107268,610726,20,RTD,1,Tax,4,No Sales >4 months,0.00,3.00,9.99
084692620609,ALIZE APPLE 750ML,08469262060,29872396,8,VODKA,1,Tax,4,No Sales >4 months,0.00,14.52,17.99
721733000227,PATRON REPOSADO 50ML,2173300022,5350092,9,50ML,1,Tax,1,General Assortment,0.00,4.67,4.99
087116014381,UV BLUE RASPBERRY 50ML,0-87116-01438-1,480489,9,50ML,1,Tax,4,No Sales >4 months,0.00,0.55,0.99
085000005644,THUNDERBIRD CITRUS 750ML,8500000564,,12,WINE,1,Tax,4,No Sales >4 months,0.00,4.12,
009460000339,TERRA DORO ZINFANDEL PORT 750ML,00946000033,0946000033,12,WINE,1,Tax,4,No Sales >4 months,0.00,14.25,19.99
877358000712,AIKO VODKA DEER 750ML,00071,7735800071,8,VODKA,1,Tax,4,No Sales >4 months,0.00,20.00,
630187578858,BEER KOOZIE,3018757885,,35,BAR ESSENTIALS,1,Tax,4,No Sales >4 months,0.00,0.00,
891110,JOHNNIE WALKER BLACK 50ML,0-89000-00111-8,0139874,9,50ML,1,Tax,1,General Assortment,0.00,2.62,3.49
080720962215,BELCREME DE LYS CHARDONNAY 750ML,006315,10063157,12,WINE,1,Tax,1,General Assortment,0.00,7.50,
749787500487,CABRITO TEQUILA 50ML,4978750048,,9,50ML,1,Tax,1,General Assortment,0.00,0.00,
088004019761,WHEATLEY VODKA 750ML,08800401976,406139,8,VODKA,1,Tax,4,No Sales >4 months,0.00,13.67,19.99
080686931850,PINNACLE CINNABON 750ML,004112,10041129,8,VODKA,1,Tax,1,General Assortment,0.00,8.93,12.99
CH0000000000085,ZIP CASH CHECK,,,75,Vendor CHECK,2,No Tax,3,Vendor,0.00,4.43,1.00
089832010043,VINA ZALEMA 750ML,8983201004,,12,WINE,1,Tax,1,General Assortment,0.00,1.00,3.99
089016016397,EXPRESS LOAD BLENDED WHISKEY 200ML,8901601639,,10,WHISKEY,1,Tax,4,No Sales >4 months,0.00,0.00,
793573230706,ROBERT EARL KEEN HONEY PILS 6PK 12OZ CAN,793573230706,93205,6,BEER,1,Tax,1,General Assortment,0.00,7.79,8.99
675829300015,MOSCATO BELLA 750ML,7582930001,,12,WINE,1,Tax,4,No Sales >4 months,0.00,0.00,10.99
074806000595,DAILYS SWEET & SOUR MXR N/A,59582314,7480600059,5,MIXERS,1,Tax,4,No Sales >4 months,0.00,2.92,3.99
084279950204,VERSASI DRY MARSALA 750ML,002001,80020015,12,WINE,1,Tax,1,General Assortment,0.00,7.26,8.99
088352110059,SAINT BRENDANS 375ML,8835211005,,11,LIQUEUR,1,Tax,1,General Assortment,0.00,6.22,8.49
C10116,BING OUTDOOR MEDIA CASH,,,74,Vendor CASH,2,No Tax,3,Vendor,0.00,1.00,1.00
CASHC30013000000000000000000000000000000000000025,FLY BY SAUVIGNON BLANC 2012,111700,,12,WINE,1,Tax,1,General Assortment,0.00,0.50,2.99
085676565084,CALYPSO GOLD 750ML,08567656508,33391396,15,RUM,1,Tax,1,General Assortment,0.00,4.40,6.99
852196004054,LAKEWOOD LAGER 6PK LNNR,35014,5219600405,6,BEER,1,Tax,1,General Assortment,0.00,7.50,9.49
635797137112,HONOR BLANCO REFLEXION 750ML,15400005,3579713711,18,TEQUILA,1,Tax,4,No Sales >4 months,0.00,32.04,44.99
080686926429,PINNACLE KIWI STRAWBERRY 750ML,8068692642,,8,VODKA,1,Tax,1,General Assortment,0.00,0.00,
082000125389,YUKON JACK 375ML,1509625,8200012538,11,LIQUEUR,1,Tax,1,General Assortment,0.00,7.14,8.99
70310010532,SEAGRAMS ESCAPES RASPBERRY LEMONADE 4PK 11.2OZ BOTTLES,,,20,RTD,1,Tax,4,No Sales >4 months,0.00,0.00,
852832105565,GRAFFIGNA P GRIGIO 750ML,5283210556,906439,12,WINE,1,Tax,4,No Sales >4 months,0.00,7.50,11.99
OA30129,BEVERAGE STATION 635 ON ACCOUNT,,,76,Vendor ON ACCOUNT,2,No Tax,3,Vendor,0.00,1.00,1.00
701254507504,SOVIETSKOYE 750ML,0125450750,,14,CHAMPAGNE,1,Tax,4,No Sales >4 months,0.00,0.00,4.99
717519008815,AL CAPONE CIGARILLOS JAMAICAN BLAZE RUM 10 PK,1751900881,,33,CIGARS,1,Tax,4,No Sales >4 months,0.00,0.00,
44536206200,EXECUTIVE BRANCH CIGARILLOS WHITE GRAPE 2 PK,,,33,CIGARS,1,Tax,4,No Sales >4 months,0.00,0.00,
859319003598,JELATINI WAKE UP CALL 10PK,5931900359,,20,RTD,1,Tax,4,No Sales >4 months,0.00,0.00,
052000135169,GATORADE FIERCE GRAPE 28OZ,,,2,GROCERY,1,Tax,1,General Assortment,0.00,1.40,2.29
028400589864,CHEETOS CRUNCHY CHEESE 8.5 OZ,08371800,2840058986,2,GROCERY,1,Tax,4,No Sales >4 months,0.00,2.78,3.69
817522018327,ULTIMATE CASH $50,1752201832,1832,60,LOTTERY SCRATCH OFF,2,No Tax,4,No Sales >4 months,0.00,47.50,50.00
088087000045,BAR BLEND LIME JUICE 1L,1127302,8808700004,5,MIXERS,1,Tax,1,General Assortment,0.00,2.94,5.99
616003814225,ZING ZANG BLOODY MARY 32OZ,1600381422,61600381422,5,MIXERS,1,Tax,1,General Assortment,0.00,3.40,4.99
816229015382,PERDOMO TEXAS EDITION CHURCHILL,1622901538,,33,CIGARS,1,Tax,4,No Sales >4 months,0.00,5.50,8.99
089540423241,KAHLUA RTD WHITE RUSSIAN 1.75L,8954042324,89540463360,20,RTD,1,Tax,1,General Assortment,0.00,9.17,13.99
856127003062,FIREMANS SAMPLER 12PK,402399,5612700306,6,BEER,1,Tax,4,No Sales >4 months,0.00,14.00,16.99
857964002003,ENCHANTED ROCK 750ML,5796400200,723539,8,VODKA,1,Tax,1,General Assortment,0.00,13.40,16.99
817522016590,EXTREME 8S,1752201659,,60,LOTTERY SCRATCH OFF,2,No Tax,5,Slow Seller - Old,0.00,4.75,5.00
096749001521,ADMIRAL NELSONS PINEAPPLE 50ML,10093024,9674900152,9,50ML,1,Tax,4,No Sales >4 months,0.00,0.59,0.99
715126400022,MONTES MALBEC 750ML,091039,10910396,12,WINE,1,Tax,4,No Sales >4 months,0.00,7.50,9.99
080480015329,BACARDI SUPERIOR 1.75L PET,0-80480-01532-9,00520277,15,RUM,1,Tax,1,General Assortment,0.00,18.16,22.99
75602101318,SATHERS PEACH RINGS 2.75OZ,,,2,GROCERY,1,Tax,4,No Sales >4 months,0.00,0.00,
812066020249,FAMOUS GROUSE SMOKY BLACK 1.75L,005026,1206602024,16,SCOTCH,1,Tax,4,No Sales >4 months,0.00,37.50,45.99
817522016774,FIND THE 9 $2,1677,1752201677,60,LOTTERY SCRATCH OFF,2,No Tax,4,No Sales >4 months,0.00,1.90,2.00
080432109182,SEAGRAMS PINEAPPLE GIN 200ML,8043210918,STGPA2,17,GIN,1,Tax,1,General Assortment,0.00,1.60,3.99
088352126821,ADMIRAL NELSONS CHERRY 1.75L,1442210,8835212682,15,RUM,1,Tax,1,General Assortment,0.00,11.25,13.99
082000003885,SMIRNOFF ORANGE 375ML,8200000388,,8,VODKA,1,Tax,4,No Sales >4 months,0.00,0.00,7.99
817522017603,WORD GAMES $3,1752201760,1760,60,LOTTERY SCRATCH OFF,2,No Tax,4,No Sales >4 months,0.00,2.85,
853759000766,SOUTHERN TIER WARLOCK 22OZ,5375900076,75064,6,BEER,1,Tax,4,No Sales >4 months,0.00,7.17,8.49
081753801847,NEWTON CLARET 750ML,007281,10072812,12,WINE,1,Tax,1,General Assortment,0.00,16.05,21.99
08597603415,MANISCHEWITZ CONCORD GRAPE 1.5L,,,12,WINE,1,Tax,4,No Sales >4 months,0.00,6.37,
049000028935,MELO YELO 12PK CAN,116150,4900002893,2,GROCERY,1,Tax,1,General Assortment,0.00,4.90,4.99
721059001748,SKYY INFUSIONS GRAPEFRUIT 1L,,,8,VODKA,1,Tax,1,General Assortment,0.00,15.54,
085000014462,CARLO ROSSI CAB SAUV 4L,0-85000-01446-2,3580905,12,WINE,1,Tax,1,General Assortment,0.00,11.26,12.99
082000750710,SMIRNOFF PEACH 750ML,0-82000-75071-0,8200075071,8,VODKA,1,Tax,1,General Assortment,0.00,10.70,15.99
811538014311,THREE OLIVES COCONUT WATER 1L,70383349,,8,VODKA,1,Tax,1,General Assortment,0.00,0.00,
701254560097,4 SEASONS WHITE MOSCATO 750ML,0125456009,,12,WINE,1,Tax,5,Slow Seller - Old,0.00,0.00,
090478331300,MUNDET GREEN APPLE 355ML,9047833130,,2,GROCERY,1,Tax,4,No Sales >4 months,0.00,0.00,1.69
812167020018,THATCHERS GOLD 4 PK,10600,1216702001,6,BEER,1,Tax,1,General Assortment,0.00,6.10,7.99
018200006203,ZIEGENBOCK KEG,00018200006203,1820000620,38,KEG,1,Tax,4,No Sales >4 months,0.00,146.00,139.99
835603001310,La Posta Pizzella Malbec 750ml,,,12,WINE,1,Tax,1,General Assortment,0.00,0.00,
81153801276,CUERVO RTD STRAW MARG 200ML 4PK,,,20,RTD,1,Tax,4,No Sales >4 months,0.00,6.17,7.99
747020306414,GORDON & MAC PHAIL GLENBURGIE 10YR 750ML,4702030641,,16,SCOTCH,1,Tax,4,No Sales >4 months,0.00,0.00,50.99
034100572051,MILLER LITE LNR 6PK,3410057205,57205,6,BEER,1,Tax,4,No Sales >4 months,0.00,6.03,
080686850045,SAUZA MARGARITA 1.75L,8068685004,,20,RTD,1,Tax,4,No Sales >4 months,0.00,0.00,17.99
51000146533,V8 SPLASH BERRY BLEND,,,2,GROCERY,1,Tax,4,No Sales >4 months,0.00,0.00,
080480400330,BACARDI RAZZ 750ML,8048040033,,15,RUM,1,Tax,1,General Assortment,0.00,0.00,14.99
08804021351,Eagle Rare 375ML,088004021351,8800402135,72,ALL LIQOUR,1,Tax,4,No Sales >4 months,0.00,0.00,
851621000227,KRONENBOURG 1664 6PK LNNR,00851621000227,36222,6,BEER,1,Tax,1,General Assortment,0.00,7.99,10.69
080686929703,PINNACLE RAIN SHERBET 1L,001925,10019259,8,VODKA,1,Tax,5,Slow Seller - Old,0.00,0.00,5.99
724624115017,J. VINEYARDS PINOT NOIR 750ML,,,12,WINE,1,Tax,1,General Assortment,0.00,0.00,31.49
750301336093,CASA NOBLE BLANCO 375ML,483255,5030133609,18,TEQUILA,1,Tax,1,General Assortment,0.00,13.30,16.99
082100736300,MONKEY BAY SAUV BLANC 750ML,08210073630,08790396,12,WINE,1,Tax,4,No Sales >4 months,0.00,6.75,7.99
898432002507,DULCE VIDA GRAPEFRUIT 750ML,008757,10087570,18,TEQUILA,1,Tax,4,No Sales >4 months,0.00,14.00,23.99
811538010757,THREE OLIVES TARTZ 1.75L,043226,1153801075,8,VODKA,1,Tax,1,General Assortment,0.00,19.49,
75422008664,IA TODA MADRE $5,,,58,PHONE CARDS,2,No Tax,4,No Sales >4 months,0.00,0.00,
051000012937,CAMPBELLS TOMATO JUICE 12OZ CAN,184747,5100001293,2,GROCERY,1,Tax,4,No Sales >4 months,0.00,0.62,0.99
4850015310900,DIAMOND ARMENIAN BRANDY RAM 375ML,22909004,22909174,13,BRANDY,1,Tax,4,No Sales >4 months,0.00,23.11,34.99
812459012301,WINEHEART IRISH CREAM 750ML,09766396,1245901230,11,LIQUEUR,1,Tax,1,General Assortment,0.00,1.00,
C10060,MID STATE WINE & LIQUORS CASH,,,74,Vendor CASH,2,No Tax,3,Vendor,0.00,1.00,1.00
080516130828,RIUNITE BLACKBERRY MERLOT 1.5L,08051613082,60431300,12,WINE,1,Tax,1,General Assortment,0.00,7.50,9.99
089016016915,CLYDE MAYS STRAIGHT BOURBON 750ML,08901601691,35764396,10,WHISKEY,1,Tax,5,Slow Seller - Old,0.00,28.87,35.99
028400459556,NUT HARVEST SEA SALT CASHEWS 2.5OZ,028400034227,08353900,2,GROCERY,1,Tax,4,No Sales >4 months,0.00,1.29,1.99
812459012264,WINEHEART PEACHES AND CREAM 750ML,09776396,1245901226,11,LIQUEUR,1,Tax,4,No Sales >4 months,0.00,9.00,
OA0000000000014205,CITY OF ROWLETT ON ACCOUNT,,,76,Vendor ON ACCOUNT,2,No Tax,3,Vendor,0.00,1.00,1.00
076410900841,LANCE ROASTED CASHEWS,7641090084,900841,2,GROCERY,1,Tax,4,No Sales >4 months,0.00,1.00,1.29
025900220792,SWISHER SWEET MINI DIAMONDS 3/2,220792,2590022079,33,CIGARS,1,Tax,4,No Sales >4 months,0.00,1.07,1.49
835229002104,ABSOLUT MANDRIN 200ML,3522900210,,8,VODKA,1,Tax,4,No Sales >4 months,0.00,0.00,7.99
028400431439,RUFFLES CHEDDAR & SOUR CREAM,08067900,08150400,2,GROCERY,1,Tax,1,General Assortment,0.00,1.32,1.69
082000747338,SMIRNOFF PINEAPPLE 1.75L,0-82000-74733-8,082000747338,8,VODKA,1,Tax,1,General Assortment,0.00,15.00,19.99
082184002094,JACK DANIELS SINGLE BARREL RYE 750ML,04724396,08218400209,44,RYE WHISKEY,1,Tax,1,General Assortment,0.00,39.00,47.99
9780965774788,EL GRITO GOLD 750ML,,,18,TEQUILA,1,Tax,4,No Sales >4 months,0.00,0.00,61.99
898432002125,DULCE VIDA BLANCO 50ML,9843200212,,9,50ML,1,Tax,4,No Sales >4 months,0.00,0.00,2.39
817522015678,CALL LETTERS,1752201567,,60,LOTTERY SCRATCH OFF,2,No Tax,5,Slow Seller - Old,0.00,9.50,
617768181379,SVEDKA GRAPEFRUIT JALAPENO 375ML,1776818137,61776818137,8,VODKA,1,Tax,1,General Assortment,0.00,3.50,5.99
073705064172,GIFT BAG - RED PLAID,2500621,,56,GENERAL MERCHANDISE,1,Tax,1,General Assortment,0.00,0.68,1.99
082915001365,FIRESTONE SYRAH 750ML,08291500136,99990396,12,WINE,1,Tax,1,General Assortment,0.00,1.00,6.99
018200009785,BUD ICE 12PK LNNR,00018200009785,018200009785,6,BEER,1,Tax,1,General Assortment,0.00,10.18,12.69
817522021099,30X  TOP PRIZE $3,,,60,LOTTERY SCRATCH OFF,2,No Tax,1,General Assortment,0.00,2.85,3.00
073705063632,GIFT BAG - CANDY CANE,2500614,7370506363,56,GENERAL MERCHANDISE,1,Tax,4,No Sales >4 months,0.00,0.68,1.99
601901020410,TAKOVO WILLIAM PEAR 750ML,012041,0190102041,13,BRANDY,1,Tax,4,No Sales >4 months,0.00,23.33,29.99
018200250163,MARGARITAVILLE ISLAND LIME 25OZ,1820025016,,20,RTD,1,Tax,4,No Sales >4 months,0.00,0.00,2.99
080686926900,PINNACLE PEACH 1.75L,0-80686-92690-0,8068692690,8,VODKA,1,Tax,1,General Assortment,0.00,11.25,14.99
881154,DIMPLE PINCH 750ML,0-00008-81154-9,0-88110-00005-9,16,SCOTCH,1,Tax,1,General Assortment,0.00,31.29,39.99
085155000402,CHANDON ROSE 750ML,0-85155-00040-2,0085155000402,12,WINE,1,Tax,1,General Assortment,0.00,15.00,19.99
070842001671,BEER NUTS CASHEWS 2OZ,212002,7084200167,2,GROCERY,1,Tax,1,General Assortment,0.00,1.42,
810885010052,VEUVE DU VERNAY 750ML,1088501005,6661215,14,CHAMPAGNE,1,Tax,4,No Sales >4 months,0.00,7.69,10.99
028400601269,MATADOR FLAMING HOT STICK ,08512100,2840060126,2,GROCERY,1,Tax,4,No Sales >4 months,0.00,0.89,1.49
094922591418,RAP SNACKS BAR-B-QUIN WITH MY HONEY  CHIPS,59141,9492259141,2,GROCERY,1,Tax,1,General Assortment,0.00,1.05,1.29
21900981770,TOM'S VINEGAR & SALT ,,,2,GROCERY,1,Tax,4,No Sales >4 months,0.00,0.00,
67219000063,GOIYA CHARDONNAY 750ML,,,12,WINE,1,Tax,4,No Sales >4 months,0.00,0.00,
080480005429,B&B BENEDICTINE GIFT SET 750ML,00380401,038040,11,LIQUEUR,1,Tax,1,General Assortment,0.00,26.73,35.99
088544000526,SOUTHERN COMFORT PEPPER 375ML,8854400052,,10,WHISKEY,1,Tax,4,No Sales >4 months,0.00,0.00,
854130,E & J VS 750ML,0-85000-00413-5,085000004135,13,BRANDY,1,Tax,1,General Assortment,0.00,8.25,10.99
810735013530,TINYS LIME LIGHT 750ML,01353,1073501353,18,TEQUILA,1,Tax,1,General Assortment,0.00,2.00,14.99
28293510648,BRIMS PORK RINDS ORIGINAL 1.5OZ,,,2,GROCERY,1,Tax,4,No Sales >4 months,0.00,0.00,
816234010049,KAHUNAVILLE COCONUT RUM 750ML,1623401004,,15,RUM,1,Tax,1,General Assortment,0.00,0.00,6.99
012000418969,MOUNTAIN DEW VOLTAGE,1200041896,,2,GROCERY,1,Tax,4,No Sales >4 months,0.00,0.60,
025900151584,SWISHER SWEETS GRAPE SINGLE,2590015158,,33,CIGARS,1,Tax,4,No Sales >4 months,0.00,0.00,
857561004028,WOODY CREEK 50ML,461449,8-57561-00402-8,9,50ML,1,Tax,1,General Assortment,0.00,0.25,0.99
899739002429,ALTICOLLI MOSCATO 750,9973900242,,12,WINE,1,Tax,4,No Sales >4 months,0.00,1.66,5.99
026100016284,NEWPORT PLATINUM BLUE BOX,2610001628,401307,37,CIGARETTES,1,Tax,1,General Assortment,0.00,6.57,6.99
851767001379,MIDNIGHT MOON RASPBERRY 750ML,433839,5176700137,45,MOONSHINE,1,Tax,1,General Assortment,0.00,14.25,19.99
